protein_per_100,water_use_product
17.1,2200.621785094643
0.0,30.66668125077685
0.0,16.512828365802918
4.4,190.55671014390992
7.2,1940.2
2.6,690.225
1.1,345.04386075350874
2.8,628.2
11.5,359.97166641675767
9.5,237.7000005066168
0.8,232.65
7.3,581.6393816929648
9.8,200.7531125162212
14.7,4336.876763320915
15.0,3311.429072674095
17.4,1401.85
5.6,27.600013125699164
29.9,753.1726690134489
4.1,419.6
0.4,110.29999999999995
6.1,1954.75
13.9,800.7905944480528
13.2,2070.9
9.2,1061.9524459948532
6.8,368.5
23.3,2186.3968909620803
10.9,767.8389368149296
18.8,811.6100000000001
0.0,461.14404432132966
1.5,33.32207624702448
19.6,1049.3000000000002
0.5,111.89047003288184
5.0,2032.775
22.4,1029.0200000000002
2.6,261.02493074792244
25.2,659.1952562473527
3.8,530.9910842869945
7.6,292.4426608019237
3.3,585.8600000000001
12.9,1302.7599999999998
8.8,172.20205170774736
2.7,434.8999999999999
4.2,843.8874680306905
8.0,84.91666666666663
1.0,56.34549949465923
13.5,1401.85
28.8,937.0240296852866
0.2,628.1999998248563
7.6,1655.012872474547
5.3,48.83079245316004
7.2,2226.674483537595
8.8,4805.638847202308
11.8,302.78333333333325
2.0,8.431919972334448
0.5,297.83630822812364
24.5,5605.199999999732
8.5,451.2666666666666
1.7,538.1988526358979
6.8,216.19999999999996
3.7,720.4515643805597
12.0,2866.2840513177557
4.5,264.0955042855728
19.1,963.439220669208
1.0,89.85610620180208
4.0,59.1
8.64,1519.7418784199444
25.0,5605.2
3.1,1243.05
9.0,628.2
4.5,259.65255865615944
8.9,2141.8
12.9,628.2
17.0,1562.6124999999995
0.0,215.7
6.07,572.8615117834672
17.0,595.8670139663706
26.4,566.6773908147671
8.1,706.0400000000001
1.7,878.3614718920277
12.3,972.2666666666664
4.1,1721.7039158613975
3.2,297.4288290984717
12.7,1024.7105746152758
2.7,14.3
20.3,619.0519553861358
8.4,1155.85
6.0,273.9333333333333
6.1,1890.15
0.0,562.9428299459514
10.8,559.842857142857
0.2,518.15
14.2,730.6666666666665
3.8,251.02788163258543
9.5,744.6114011000441
6.5,1727.475
24.0,616.9391500776507
0.1,290.76666666666665
7.6,880.1
1.9,59.1
9.7,628.2
13.6,331.17842559789966
16.8,798.6404066073698
13.8,1252.8935479316674
0.2,156.61495844875347
5.5,149.96539247432412
11.8,1243.05
6.8,1625.442490340823
25.0,659.1952562473527
1.2,242.37083583359785
6.8,362.807878073444
9.3,536.48
8.5,14.30000815215274
10.7,175.57839499470305
20.7,369.8
3.9,736.5875
3.9,54.50944136744075
4.7,266.1938156202623
3.0,967.664831286178
1.2,265.6989193193936
1.2,407.7000000000001
5.3,316.02500000000003
2.9,60.14775205461073
17.7,477.4083488622143
7.3,1765.7200000000005
3.3,133.22614734299515
6.3,2577.6261740991904
10.0,1632.55
27.5,1081.7563179443737
6.2,368.5
15.0,447.29209430331406
18.0,2189.974456775441
5.6,303.2166690255828
3.6,654.8691716809043
0.0,0.0
3.4,288.68422140133697
10.6,1214.7571428571428
8.9,706.8867103487509
2.8,1917.1047042497455
10.6,1464.9875
12.8,2675.602156930828
0.2,2141.799999864237
2.9,1307.32
19.0,341.0681251508083
10.0,2070.9
26.2,1401.85
6.3,34.912837116269024
23.0,1795.8
0.6,126.0
13.0,24.464902801237244
7.4,1896.35
4.9,28.40000000261984
27.3,3813.1481689679217
4.0,1142.804860289072
3.2,398.0890939146609
12.0,1511.85
10.5,387.0578235284165
8.4,936.900473533174
29.5,628.2
2.3,149.59366998622434
3.0,159.80414959221088
3.2,220.7375
3.5,375.11032569894473
5.8,46.94361206849686
24.6,509.6115177350599
20.3,619.0519553861358
0.9,344.856663235504
16.8,938.0855569673868
1.6,289.2477253691884
13.6,1361.0093388567475
20.3,1795.8
1.3,628.2
24.9,5605.199999997549
21.7,801.3
26.0,477.8024694765567
1.4,689.5800000000002
7.9,6.4
13.7,1796.3250007401489
7.0,1644.313464766224
2.7,628.2
4.9,1610.89
6.1,317.15
3.4,242.775
2.2,283.5800485450727
12.0,3011.6771033822324
3.3,28.4
0.0,215.7000000000017
12.7,1313.511042715798
5.9,587.8724925056989
8.0,27.456011118541557
3.9,59.1
4.1,153.48359668798744
1.0,89.825
14.0,1149.7538230521875
0.2,237.7
9.7,1109.1999999999996
18.7,3667.225500889302
18.7,834.5580968516165
0.0,93.21026422764228
0.0,34.912837116269024
23.6,660.0
20.9,1661.02
0.0,30.43078370269395
8.5,1175.9583255614657
12.8,1655.9209723442093
20.3,619.0519553861358
17.1,1377.549061132289
9.4,854.1451242384625
8.1,257.64000000000004
24.3,628.2
2.5,2151.235708055928
4.8,4661.03053973178
18.5,1411.3539460680502
0.6,419.6
20.3,581.0214598334039
8.2,1374.6499999999996
10.8,774.275
4.8,153.2666666666666
7.2,399.4833333333332
4.8,573.35
20.7,941.18
0.5,1036.9488406309429
7.9,2468.65780055912
10.5,1094.107222974012
19.2,1261.3447691656077
4.9,1119.9665646006654
1.4,292.35
2.4,1949.2388731807796
4.3,578.46
4.3,386.7011206634864
3.3,1007.9
8.7,84.91666666666664
7.9,538.391354055413
16.0,604.1354476350732
6.9,14.30000165665625
6.9,283.0000387322873
16.7,3905.2444788197818
5.5,717.8161153426556
5.3,628.2
0.0,19.579496490880608
16.0,4343.728069424107
0.1,2141.799999927086
2.7,929.6343357334462
14.9,369.2714918252815
16.5,4.213261792263956
17.4,737.3690526613017
15.3,85.21516580741576
4.0,229.21413300981385
6.5,2066.725
7.6,706.0400000000001
23.0,1761.7697668895307
10.0,2049.6450424621944
12.1,880.2966746830225
3.0,108.7125
1.8,222.19999999999996
0.3,237.7
13.0,1162.0429196668078
12.4,1035.2746011577017
33.0,5605.2
14.4,672.525
4.1,222.0689838997
6.8,865.0999999999999
1.8,687.0588235294117
11.9,559.842857142857
0.6,628.2
11.1,86.72994971191986
10.1,562.2143722928517
7.9,1210.575536555732
16.9,1413.466751376535
22.1,338.6150767797558
9.46,611.8
17.7,1419.8051673019904
25.0,5605.2
0.0,8.728209279067256
1.3,302.7118684878074
17.8,1525.3460325797828
3.9,530.7506925207757
10.0,1135.125
0.5,1158.4483198516984
25.8,1726.1619370323308
26.0,628.2
11.5,727.5032969327455
11.3,787.6937369715188
7.9,1192.385714285714
0.6,380.5314904667629
2.8,223.30185024149625
4.2,419.6
16.9,4377.984599940071
11.0,2113.745327027327
9.8,169.95832249765698
24.9,833.95
0.0,16.04103326963712
1.3,271.289
3.4,628.2
7.2,2356.8492994982544
3.4,1575.7875
0.3,628.2
5.9,559.9999999999999
10.9,559.842857142857
13.5,1163.9303722677084
6.7,17.81138338908702
6.7,893.1219148542217
7.4,1040.742857142857
4.2,1639.4003431377614
1.2,227.15
0.6,14.3
23.1,801.3
27.4,807.0916278413101
16.2,489.21973720329686
15.0,1117.6740081886203
4.1,282.5569873140524
6.0,577.7
23.5,740.440080784544
25.6,681.3833333333331
19.4,1271.908795708033
12.2,1662.6
21.0,628.2
17.0,525.5368776642806
16.8,798.6404066073698
9.6,765.2843039454708
9.6,629.89375
3.8,419.6
0.0,5605.2
3.2,153.29051469040596
2.6,559.9999999999999
4.0,486.5174850080016
4.5,180.1
7.3,482.64848019936846
3.6,609.0581717451522
1.3,2301.421850496894
11.8,467.56000000000006
7.3,975.9268472099347
28.4,798.6404066073698
25.6,3691.3
0.1,1628.15
0.0,364.475
4.3,173.8357142857143
4.7,28.4
2.0,232.38678585808708
9.0,6.4
1.8,315.3967877185396
6.0,216.19999999999996
3.3,27.884824762205863
6.0,230.3974793676996
22.0,560.7333333333331
8.1,615.5200000000001
2.8,1792.3594035787753
5.2,27.63356828783591
7.3,579.0875010804702
3.9,952.1458217321164
1.3,210.0875
3.5,59.1
9.1,536.48
9.7,914.04
8.9,319.3999999999999
6.8,618.3833333333332
0.5,4.6902286902286905
0.0,30.19488615461105
6.9,1011.0428571428567
21.3,652.96
5.6,480.05
4.2,1550.8335100706315
10.2,131.42237027965976
6.4,317.15
25.0,5605.2
3.6,95.12721636930571
6.9,349.95572598597926
9.6,395.8238436405491
5.2,1423.5712500333489
7.5,912.2105024262818
7.5,934.7431758968398
9.6,2603.4963192131872
3.0,4668.200749558162
0.4,141.3828502415459
19.9,81.49835023129177
25.7,1686.0186361711137
4.3,508.8935490576023
5.5,394.4150375014216
11.8,624.9563460710676
10.1,112.8307311891241
6.3,317.15
0.6,114.5
18.0,3603.787010279308
1.6,369.8
17.0,1307.8953424468004
5.8,559.7506469015433
13.0,302.78333333333325
1.4,232.65
5.8,367.6071428571428
7.4,1030.735714285714
14.5,400.7207913625671
1.4,651.5111428571429
16.9,2215.354654120841
0.6,238.8636674642865
8.5,396.6
11.6,769.0999999999999
5.9,562.5744488020459
5.6,1131.1666666666663
16.0,1795.8
5.4,523.9499999999999
7.5,44.34873903958499
8.3,84.91666666666663
7.3,706.0400000000001
7.3,453.1865489122346
2.9,1533.143272901794
0.0,452.4432132963989
20.5,1486.3998578482335
4.6,262.3846844392713
11.7,451.2666666666666
2.5,419.6
4.9,471.1125
1.3,628.2
16.1,276.5666666666666
22.5,3691.3
1.2,369.8
3.0,2476.4892271176045
2.7,215.7
8.2,339.4014365952263
8.4,1118.557142857143
9.0,237.7
13.0,560.8695102559258
11.5,776.9448054191081
3.4,1.3816769440217829
7.4,237.7
12.3,966.4
4.2,1266.3027911912943
4.6,264.6061573380498
7.9,905.5141713621722
2.2,272.8762629728108
9.9,2088.625
11.1,776.0928571428572
7.9,1093.6334815142045
12.5,930.83000473451
7.5,608.5806340725476
11.9,1491.633333333333
7.4,2226.674483537595
3.0,628.2
7.5,541.6714285714286
12.8,254.42356368796837
1.8,253.30951240184805
1.7,311.8269096962417
8.4,466.1829183287483
16.0,528.2013271212762
3.5,628.2
4.1,215.7
0.1,3.1135135135135137
10.8,1027.5999999999997
17.0,1789.4617139525508
17.2,4186.148029050678
1.0,87.24937343720201
9.4,44.6895325203252
7.0,443.7714285714285
0.7,292.1833333333333
0.5,290.76666666666665
27.0,1007.9
0.0,439.3919667590028
0.0,628.1999999999458
14.0,9.499510064085516
11.6,451.2666666666666
1.9,464.3083333333333
2.7,256.6745152354571
24.4,1314.53
22.5,1679.632433105726
0.0,1463.387297981102
3.6,307.63333333333327
8.7,790.1
10.6,2103.9166666666665
3.7,114.5
21.0,644.9770771334352
3.0,215.7
0.0,230.57202216066483
10.2,2628.208065264489
0.1,1628.15
10.8,769.0999958796908
18.0,108.99184260252656
7.8,270.91666666666663
18.6,628.2
0.0,0.0426443501241291
4.4,1280.742857142857
2.5,206.6246374715264
3.0,1257.1555999999998
6.2,1261.1799999999998
0.0,792.8
23.4,1343.7441761965272
24.1,673.4389905896749
8.6,2174.904403881768
3.7,180.1
21.0,1430.5246115234925
10.6,796.7166666666666
1.5,298.0999999999999
0.0,228.72457930836083
2.1,802.4920155885047
2.9,826.106875617676
17.3,635.1999999999998
3.0,221.34482576843283
4.2,278.1501408565761
0.1,1628.15
1.7,59.1
6.3,35.14873466435193
15.2,1223.6781367151752
22.7,640.202268976995
0.0,8.964106827150156
8.3,628.2
2.6,628.2
34.3,14.3
17.1,130.08486367199575
3.6,196.8065191105707
8.4,1218.4333333333332
0.5,10.65
6.9,1187.7529150993532
0.6,311.40086086975305
9.5,848.3999999999999
1.2,288.2272559413851
7.2,216.19999999999996
9.0,233.52634604347605
20.6,767.1905977915442
5.5,2081.35
11.1,269.4619863424286
23.0,3691.3
27.5,560.7333333333331
28.2,5215.749119195353
12.2,407.9895747269703
27.0,1785.3204856699135
24.2,1721.9363264153606
14.0,603.8365639829484
10.1,611.0272558609923
11.0,1381.2666666666664
3.0,628.2
4.0,44.58463658766788
1.1,554.3100000000001
3.4,253.8992552267561
6.7,623.5142857142857
24.6,1547.9557294803308
24.4,2248.399999999015
23.2,3691.3
3.6,28.400000009366007
0.5,82.65789473684211
4.7,1107.354446731414
10.5,446.8126612930605
1.1,13.854120268186248
3.4,905.7894061824215
0.0,21.2307793274609
0.8,350.823323787448
0.1,137.30449879227055
24.4,5605.2
2.9,1042.4
24.9,5605.2
7.2,599.1375
7.5,420.3266610563312
1.0,89.85610620180208
3.2,443.5417130205054
4.1,260.84096232902874
21.6,1449.384441620782
10.5,599.1375
0.0,87.11321551360156
22.2,3478.4754682232774
9.9,785.6453492501466
2.9,156.33680555555554
6.3,35.384632212434816
0.0,237.7
12.0,1217.2999999999995
8.3,838.7600000000001
26.0,5035.709985846561
3.7,584.0586326967841
8.1,2515.4399433321005
3.8,448.3822236667733
4.3,387.5275540679851
0.0,215.70000000000155
11.9,446.7300876016847
2.0,170.0319105691057
4.1,215.70000000000115
5.6,27.36411557761626
2.4,393.9951151693041
10.8,769.0999958796908
15.0,199.1298457357824
3.5,186.0125
3.0,1673.6956
7.5,45.76412432808238
0.3,234.9224376731302
6.6,3918.636446802277
0.0,29.487193510362356
1.3,275.61250036113853
8.3,2075.1
5.3,566.9522035735863
2.5,331.04166666666663
13.0,440.0298380225725
13.5,1558.326492011845
7.9,2193.518960025564
16.0,2392.7517859648865
4.0,59.1
4.5,419.6
20.3,619.0519553861358
18.2,662.0398696753787
0.0,3073.054753383739
0.0,517.6994459833795
0.5,43.504155124653735
10.0,4591.311879162019
10.8,717.4372305526649
5.4,388.78204626306245
8.3,1854.7109230281687
9.2,772.2833333333332
5.1,229.6451564606664
4.3,215.7
2.6,227.7946441406257
0.3,628.199999685811
6.2,1357.7499999999998
10.9,1801.0447297078088
10.2,628.2
6.7,982.6500162900028
11.9,1174.3607524353313
17.7,287.95375047763696
1.9,94.6082082191805
7.2,592.8588877923851
16.7,336.4907795998679
3.4,130.50724637681162
0.0,32.78975918352294
22.4,1029.0200000000002
3.7,276.4895574426741
4.4,1616.7907122541883
9.1,1676.5250004006543
3.5,1.2174636174636175
4.13,628.2
8.4,238.8625
5.1,6.4
26.0,477.8024694765567
15.0,4076.527131399597
5.4,419.50000000000006
6.3,78.9
8.1,710.8535736863114
10.7,1027.5999999999997
26.4,681.3069131031982
10.9,203.8449243018277
22.8,3691.3
21.4,566.2318226740081
8.4,257.27970057654335
14.0,1796.3250009435458
5.4,1335.3785714285714
2.7,215.7
6.7,329.7354047602772
9.6,784.7582827538657
29.9,1227.5398842298462
12.0,1795.8
6.2,396.6
16.6,92.18142180927605
5.7,517.6454551158788
11.0,1705.3583333333331
0.6,154.97735507246378
3.9,224.36091950463944
9.6,38.37682191771015
4.1,419.6
7.8,423.88254514055393
0.0,16.748725913885817
6.3,33.497451827771634
1.4,249.944643235368
1.8,303.21002303153995
0.0,1818.725
12.0,1510.5198051435182
12.4,273.2050214406343
0.0,5605.199997708755
18.7,1172.6069462092332
3.2,1966.026808428713
4.9,178.44448442091408
11.9,1295.1940897475577
24.0,616.9391500776507
10.4,451.2666666666666
4.9,215.7
7.8,706.0400000000001
19.0,568.3446279824933
13.6,2018.4343432739104
10.9,616.9200000000001
11.9,225.3887407590248
0.0,5605.19999999955
0.9,354.18371789290387
9.9,103.69999999999996
15.8,1073.3050967104334
19.9,1336.2099603779188
10.9,728.5062607015752
8.6,714.4886541842666
1.0,111.96586611020145
0.0,283.33333333333326
13.8,360.64871222631047
0.0,34.44104202010323
5.8,9.875320941033609
14.8,166.20168876287144
6.1,1030.735714285714
25.0,5605.2
5.7,336.71556411830977
0.5,153.5601844960958
2.6,84.91666666666664
5.0,969.067830357151
5.4,29.95406504065041
18.6,1427.2999999999995
0.3,180.1
21.0,333.10544518619804
16.9,4133.799999999997
22.0,576.7958492164337
21.6,965.349767218107
0.0,408.8093227924135
17.7,665.533672172808
2.5,453.0404135338346
5.2,1423.5712500333489
8.7,706.0400000000001
13.0,883.3082249579664
2.6,86.98686695690267
12.9,658.9727416509922
0.4,351.0252711068948
12.0,467.56000000000006
1.9,215.5602860632401
3.9,349.21297479180555
0.0,19.1077013947148
2.5,46.50813822585626
14.6,744.8000000000002
10.8,1148.8999999999996
12.0,44.19247863886319
1.4,161.26231047346562
4.9,919.98
2.9,1243.05
24.4,560.7333333333331
17.7,1795.8
0.4,224.4545273535194
7.0,543.1422752684355
15.9,667.5749999999999
9.5,578.6052631578948
5.2,472.7888888888888
9.9,849.5477794075736
8.5,570.8132730539627
3.0,628.2
13.0,660.0
9.6,290.23991929392616
4.9,695.2666666666665
3.2,55.20002625139833
9.5,830.4662057797262
0.0,6.4
6.6,628.2
2.4,522.7833333333332
10.6,289.30638907853233
0.0,5605.1999971117175
2.6,577.46
23.1,606.9043535818515
14.8,2356.7889424775863
0.4,467.3786447586433
7.6,303.75
4.8,419.6
9.8,2553.6939475429263
3.3,326.9357142857142
7.6,1011.354643007431
0.7,338.0844579886809
1.8,22.592065487826737
0.0,692.2416666666666
7.2,554.2714285714286
12.3,1733.7
16.3,1641.0777833620573
8.9,3370.091875269555
3.0,108.7125
24.8,159.43251073862749
6.8,342.34706885767696
12.17,209.90786122458803
7.3,233.5367643480488
0.4,114.19384057971016
2.4,5117.247702394025
0.0,97.80631696142063
2.6,628.2
5.3,559.9999999999999
3.0,315.1659491047549
22.7,3691.3
3.0,620.3185290991655
2.8,208.99227067956485
1.4,592.1447911762175
8.3,851.9353565382494
1.4,222.2
2.5,859.3836364000001
3.3,628.2
17.4,633.125
19.5,1795.799999999572
19.4,4.315608232561865
21.5,545.1037695891572
6.5,629.439063590669
0.5,35.22652113047536
13.3,761.3571428571429
0.7,51.21443089430894
6.6,808.7714285714285
23.7,1945.7709333066985
13.9,939.333333333333
3.5,628.2
4.4,124.175
7.0,649.7228658536586
8.4,241.17377184308023
3.3,482.8961218836565
1.2,271.289
15.0,2101.393778463596
4.8,204.2474252322575
15.8,2527.9750000000004
2.3,732.7336798778229
9.1,1013.0795758290336
4.6,965.8502687756072
10.2,939.333333333333
0.0,147.91412742382275
23.0,5323.4648421806505
2.1,13.553000203819003
0.0,215.7
18.0,4658.888150170968
11.6,298.1
20.5,1683.9058308626288
23.0,5605.2
14.0,237.7
6.2,1350.7999999999995
0.0,17.92821365430031
8.9,427.0999999999999
2.5,35.12389527482057
28.0,1795.799999999172
3.0,1298.7999999999995
5.5,965.9620513319204
0.8,46.86361788617886
2.0,137.76681910569104
5.2,1347.6711096941788
6.9,282.36279409480795
20.7,10.650000001585482
2.8,396.6
6.6,373.3714299004933
7.8,671.621623590507
0.0,596.0069252077562
21.6,762.5375
20.0,566.053530089111
4.3,628.2
1.1,234.825
25.5,3691.3
4.1,1069.6249999999998
2.8,1572.9
9.2,502.3312016327529
17.0,4302.620232804952
0.0,276.5666666666666
5.5,474.68138491872304
10.7,1072.498825619002
14.6,603.572524604306
21.0,644.9770771334352
3.0,435.0415512465374
4.0,134.46606645849548
5.5,419.6
0.6,109.5225703828234
7.5,756.3499999999999
5.3,585.8600000000001
8.5,1226.283333333333
1.0,80.12526634407735
11.6,1823.8285714285716
9.5,2500.7267276652988
4.0,2514.9850488388515
6.2,934.6
21.0,574.6830439079486
2.6,434.8999999999999
5.2,348.56465345176355
5.8,594.2295719602812
25.4,1795.8
0.0,559.5298053789598
4.7,1463.7785716820686
3.7,270.94020479553484
20.2,155.59831918445394
3.3,1335.3785714285714
7.4,1232.7540094448482
2.6,1819.5853407036595
3.6,419.6
24.5,503.440682100692
26.0,477.8024694765567
5.4,1447.405798388445
3.3,713.2482225716777
0.2,132.47507140352067
6.4,344.60135092783776
5.6,526.6333333333332
9.3,298.1
9.5,1464.9874999999995
4.8,181.875
19.0,415.918182715983
4.0,59.1
6.2,607.7666666666665
2.7,925.3713291905782
0.0,577.7000000000037
20.5,730.6666666666665
24.0,10.65430221592062
13.4,1366.859558039564
0.0,156.61495844875347
3.7,234.0911055845173
2.5,1954.134697357204
24.0,1795.8000305565097
6.9,1080.16
4.1,354.69999999999993
2.3,138.31
1.4,53.83284191915018
21.9,14.3
12.1,228.70590043951591
3.6,237.5523576961022
6.4,180.1
10.6,74.72127084103437
0.2,272.579026565906
6.7,865.0999999999999
8.7,1241.9666666666662
3.7,726.7514103577364
9.7,1076.5285714285712
27.0,1278.2472116334886
18.6,1427.2999999999995
9.5,801.0999999999998
1.2,271.289
21.8,661.4820832205074
21.1,1032.2119578312818
10.6,1013.6
2.6,1204.75
10.0,229.51575337445985
12.0,1795.8
9.0,233.73571428571427
7.1,1764.4833333333331
26.6,675.22
1.4,248.57411819353877
19.8,4350.579375527301
7.3,215.7000000000032
9.6,1350.2788449145594
8.5,417.1499999999999
18.9,974.0032472116336
2.8,628.2
22.3,1324.6149582282487
0.5,28.400000000007704
17.1,112.67174796747965
10.1,467.56000000000006
4.2,569.4142857142857
