protein_per_100,water_use_product
5.4,273.9333333333333
2.5,429.6405929915014
4.2,606.574181732367
5.5,342.0679289876599
3.8,341.7295062127831
2.7,606.8130291058911
2.5,503.7238765932673
3.5,601.6755239493825
0.0,273.9333333333333
3.4,263.79356206239095
4.4,516.8983274866564
4.6,187.85120277189543
4.0,175.18635079014544
1.6,406.4450673270498
3.2,122.9654293207171
4.8,392.4680814894314
2.2,875.7891539064965
5.6,55.14973233267409
0.5,215.7
1.0,54.36371536472673
4.6,684.6324269457209
1.6,215.70000000003185
0.5,59.0999999838356
5.7,528.1701091354645
2.3,208.1125
2.3,518.571984760559
2.3,522.206440410504
4.2,1232.5462179259669
4.4,311.80135374313164
5.1,854.3920132301117
5.0,628.2
5.5,14.155854990829388
2.7,264.34369002185474
6.6,12.884402790545536
3.5,200.2997031588114
4.6,1068.927857205535
4.3,451.6949958651229
0.0,1650.8181819999834
0.0,283.4333333333333
6.0,1650.818182
4.5,1650.818182
5.4,1244.454465519057
7.3,548.2333333333332
6.7,237.7
7.9,81.7697662601626
7.7,321.9687620230277
7.2,336.4788109756097
7.9,310.68794445211574
8.0,81.52820121951217
12.0,355.6845563798746
7.6,598.1488069543351
8.1,597.8082560163934
7.9,357.96322190371603
6.3,2.571309771309771
4.5,273.9333333333333
6.5,208.1125
7.6,208.1125
7.1,400.6134315788281
8.0,6.4
7.7,315.72483099131057
8.0,783.7830346194672
9.3,192.1640937877736
7.7,614.2802109554656
6.4,876.4593867256896
7.6,469.71391259778176
6.0,577.7
6.4,407.7000000000001
11.1,197.998910864104
13.1,4206.701947360257
8.0,615.0151866515205
9.7,590.3421955448977
0.0,407.7000000000001
5.9,621.1583489480045
8.6,591.6445191193409
4.7,360.04999999999995
6.7,304.12524745884474
7.4,324.5910583740467
7.6,628.2
7.6,282.4623598045308
5.3,407.7000000000001
7.8,275.35
6.9,301.475169380464
4.8,101.06666666666663
0.0,577.7
7.3,443.64078653976
6.7,171.40870925863098
4.6,628.2
0.0,628.1999560639068
4.8,602.7308132426499
6.8,481.1999999999999
7.0,830.1990345296529
9.0,126.0
8.5,85.15167682926828
7.6,126.0
8.3,91.55315040650406
11.6,1673.76
9.5,10.65
9.5,81.5282012195122
9.1,661.0910568224645
8.8,1999.749648592579
0.0,432.9500000000001
9.9,116.79669715447152
10.1,106.87038091804376
1.8,667.72
3.6,1763.0912543895142
2.6,1881.646178875696
2.5,2248.4
3.2,577.6998352127082
5.0,2248.4
2.2,268.0078076968486
7.6,148.4
6.1,2248.4
5.0,900.5999999999999
2.5,2248.4
4.4,900.5999999999999
3.6,113.0940656697508
1.7,93.20740241150584
5.7,626.89761905
2.6,360.4333333333332
8.8,330.6602536170157
10.7,267.2788936565158
13.6,1511.85
3.1,1105.1333333333332
11.9,1444.1232515883034
13.8,1795.8000000803977
2.2,628.2
25.1,334.4325585136331
2.5,628.2
0.0,511.6626139629995
25.6,1451.2
8.5,158.64101365477825
2.4,1105.1333333333332
3.1,533.5
12.7,1782.2333333333331
15.6,1545.242382006566
2.4,1105.1333333333332
0.0,180.100000999551
0.0,985.9
3.0,628.2000000012443
2.3,52.53515989104045
2.8,1105.1333333333332
2.9,628.2
2.4,28.4000000337014
3.0,533.5
0.0,628.2
2.9,628.2000000007675
3.8,462.80509306210433
4.3,628.2000000009286
1.6,553.5186304868448
22.8,3554.5803489848527
0.5,28.4
13.0,2349.6
2.3,990.725
3.1,589.4291605272831
1.3,882.7750000000001
2.2,628.2
2.8,458.3033317071224
3.8,271.7519030089301
3.0,628.2
3.1,533.5
2.7,628.2
2.3,832.4250000000001
1.8,628.2
3.0,591.5211664031452
3.5,386.66409287484464
2.9,533.5
12.6,273.2839801063169
4.5,628.1999999993261
11.2,272.8739231601123
2.5,533.5
12.7,2070.9
2.4,1105.1333333333332
3.1,314.5250859779722
8.6,2826.585735787922
3.0,1105.1333333333332
2.4,1191.65
11.3,275.36230290060547
2.2,830.4500065887959
3.7,432.9500000000001
4.1,326.7203217048126
3.7,412.6333333333332
2.2,222.7734510844512
2.8,1105.1333333333332
1.4,10.985966194061008
26.5,342.3817501774948
11.2,622.8
9.9,690.2249999999999
2.9,533.5
13.8,1008.725
4.9,511.1
11.0,360.5333333333333
12.8,472.025
0.0,1700.725
14.0,1035.375
2.8,893.4354015106787
3.0,587.5815265884526
13.2,1000.6
2.3,427.56666666666655
11.6,1007.9
10.9,705.1599888724817
5.9,481.19999999999993
4.5,857.5800000000002
4.6,188.11635315662
4.7,147.3808380529859
4.7,583.4797640782109
4.8,425.08
3.9,1450.875
4.2,270.5859386197576
6.4,3512.8684845988505
5.3,926.962430901464
5.9,1671.6071428571424
7.9,126.0
11.0,364.475
6.9,3780.076413749495
5.3,628.2
7.6,187.7204019381284
9.3,2525.899028217803
11.7,179.88964467125265
6.5,201.96512724428715
10.9,329.440975880003
15.2,176.92499999999998
3.4,293.3999999999999
4.4,553.0200000000001
2.1,222.7125
8.6,668.625
3.9,200.475
12.6,170.225
9.0,9.63812211029605
6.4,1252.95
6.5,218.38125
16.9,675.22
0.8,622.3783601831874
1.1,419.6
3.0,133.81195598602068
3.0,1105.1333333333332
2.2,1755.279822650123
1.5,533.5
2.8,3632.6042815816554
13.9,652.674465579654
18.8,993.9428571428572
16.0,740.2600000000001
0.0,50.34041192067343
15.0,515.0666666666666
15.4,3002.9292456019293
26.8,406.0966781951259
15.4,515.0666666666666
11.9,303.9999999999999
13.3,635.1999999999998
16.0,435.4
16.4,993.9428571428572
13.7,515.0666666666666
13.0,401.075
14.0,205.3521848222103
16.1,2070.936158119153
15.6,635.1999999999998
15.0,140.25880054339677
21.0,277.69118990699565
15.5,316.4210473253564
13.5,355.04
11.0,378.68357826917736
12.0,649.8753737108593
10.8,1511.85
16.8,1795.8
14.6,1795.8
7.7,830.1249999999999
13.6,1511.85
21.9,647.5
23.1,524.3040727570631
15.1,378.7146154455314
23.6,1658.3847841031848
22.5,450.1665392266409
27.1,1451.2
23.8,60.947952228644574
23.0,1076.9702428734583
19.1,1950.4586783942984
20.8,518.25
21.5,260.95553970075827
17.6,1599.367531999869
19.1,523.9746577284425
9.0,614.978869392021
8.6,615.3756906054425
22.4,3053.935229409521
11.4,929.98
10.8,1086.1125
16.0,3119.373368438593
13.0,1290.44
10.4,929.98
14.0,1949.1333333333328
10.2,1916.9958335077547
12.7,2385.15
9.6,674.3071428571429
9.7,1103.9
7.3,1156.8499999999997
8.1,19.612351550375266
9.7,432.9500000000001
13.8,1035.375
9.7,1312.7599999999998
12.8,1566.56
11.8,1013.0082170962252
8.5,690.2249999999999
18.7,3515.4
9.0,1035.375
10.1,1811.5
13.4,1566.56
11.1,959.044671910919
17.9,3.778289420997839
14.0,1445.02
12.8,624.5999999999999
7.4,53.86965241982565
10.0,442.6
0.0,809.8400000000001
12.7,1381.5666666666664
14.6,3.6162408905261487
4.4,1308.17
6.3,1308.9
3.3,495.4427656575989
2.5,28.40000007038261
2.6,628.2
0.5,106.97421442113507
2.3,628.2
0.5,556.3634628689458
4.8,628.1999999999765
0.0,419.6000000099948
5.1,628.2
0.0,536.6635770830751
4.3,2753.61165102905
0.0,407.7875
2.9,628.2
2.7,621.5000752233069
2.3,628.2
3.1,15.740310512026795
0.0,36.15663489696685
1.3,28.400000000033444
4.3,628.2
0.0,628.1999999199064
2.8,3563.9909506416498
3.0,594.8122256532245
0.0,180.1000045619453
2.9,628.2
4.1,628.2
3.2,605.4158834600005
1.4,628.2
2.6,628.2
2.6,491.8311042873892
3.6,624.1687299202124
3.8,305.825403659183
3.9,586.705741275393
3.3,628.2
4.7,314.7691373979916
5.7,628.2
3.3,546.5620876384205
0.7,628.2
3.1,107.68939212089712
1.7,28.4
0.2,28.4
4.1,345.7914019925167
3.8,628.2
3.9,586.4675493063902
2.5,628.2
2.4,1642.6846863888463
5.0,628.2
3.5,205.2497898234997
3.3,317.3
5.0,628.2000000000012
3.1,418.22925419139176
4.5,319.425
3.0,628.2
0.0,628.2
3.3,408.8011198554134
2.3,628.2
1.6,1039.8469796564614
4.7,380.3850496673457
3.2,429.69684717436905
0.0,584.2104388733917
3.1,148.8935164247578
0.8,621.5848772586918
0.0,574.6032186616476
1.0,406.4661654135339
4.3,3478.003775115483
4.7,628.2000935705523
0.0,407.7875000000001
0.5,28.4
0.5,180.1
0.5,33.83256939676466
3.4,628.2
2.8,628.2
1.4,111.8406087316265
0.0,313.01911362039385
3.9,579.0849731850802
0.7,628.1999999998781
2.4,180.1000000000203
2.7,628.2
2.7,628.2
3.0,196.8302342664411
3.3,195.18112219325013
3.2,1411.04
3.8,628.2
3.1,1245.7999999999995
2.4,440.51397514865226
4.6,1230.7345319610872
8.1,6.4
4.7,564.0234278662848
7.14,506.50087398374
2.6,452.56124313215946
2.4,924.5147194377636
3.4,519.257036822203
9.8,208.04001309890532
9.0,1051.7583333333332
0.9,678.0290803957008
11.2,487.5642276422764
4.0,628.2
5.7,2126.501557026457
3.0,376.2254001712604
5.4,1380.715122042649
5.6,2859.4377613033657
5.5,402.8117125847848
7.2,3877.498778586011
2.1,354.11939104268413
7.3,3545.9278640552475
0.0,1940.48
0.0,2281.175
10.0,1776.9999999999995
7.8,164.3247217374872
13.0,2435.960976863681
10.6,1377.4
11.8,2070.9
11.9,1915.975
11.0,275.26888287835726
11.8,1718.175
10.5,456.9754877053381
7.5,1157.333333333333
5.3,2577.7267395573
19.0,249.07787900262628
3.2,369.8
6.8,706.0400000000001
10.0,627.3428571428572
6.9,3742.2529630026856
6.1,952.8819886371716
5.6,751.2166666666665
4.5,140.59786838612663
6.1,853.0019215095739
4.0,682.5785714285714
5.8,1116.5213929393842
6.8,738.042857142857
6.1,782.8333333333331
6.7,369.8
6.0,571.4918716388534
4.6,1306.2229912108344
6.6,548.9100000000001
4.1,912.211924833645
4.8,647.1341680034301
8.3,143.194790782825
5.4,304.421132052314
5.1,441.5
11.0,754.3999999999999
4.3,276.49294650965106
5.0,79.73182764361057
6.0,571.4918716388534
7.0,706.0400000000001
7.6,343.9357142857143
6.6,1003.5714285714284
6.6,277.6983363090675
5.2,3306.55
5.1,33.71495637789053
4.2,89.41221430373479
5.8,576.7625
10.5,671.3625
5.1,1393.3419373624972
5.0,889.9957677645455
7.3,385.06
7.4,308.8196664704851
7.6,1329.2125
5.8,3112.6889200254955
6.0,854.8002546105571
9.1,356.23125000000005
4.1,807.8600000000001
3.0,215.53333333333327
4.1,307.15145055819784
7.8,2584.033414142253
6.0,898.1295902253851
3.4,268.85104038518926
4.8,192.37
6.3,257.33125
7.3,572.2428571428572
7.6,215.70000110351893
8.0,870.0025280395205
7.5,412.9587334542938
8.9,1621.35
9.3,2439.2254339717742
8.9,1157.683333333333
5.3,1399.0917251479775
6.5,786.975
3.7,973.13365018754
6.4,1246.65
11.1,192.7966404623088
11.9,203.4336767333611
9.8,226.0320863933269
2.7,585.86
6.2,717.732747427287
6.8,554.1732032828713
3.7,383.86274129751615
6.4,756.3499999999999
4.7,1263.3034074777652
7.2,829.7214285714285
4.4,312.70225171749394
5.6,1061.5814951013351
7.0,1555.8999999999996
6.1,625.8499999999999
3.8,155.89999999999995
4.0,441.8249999999999
6.5,941.55
0.0,1558.6920157639447
6.1,641.2833333333333
7.9,816.95
11.5,415.88000000000005
10.5,429.2600000000001
9.1,415.88
11.4,1581.54
10.7,415.88
6.1,929.0016841666702
8.0,309.32
9.9,870.0562933719323
9.4,309.32000000000005
7.6,1802.325
5.7,584.8699134414895
8.0,263.00000000000006
8.7,668.8717012236569
4.5,246.09014089617503
13.6,1511.85
3.5,215.7000000065196
3.4,1129.9166666666663
8.4,234.86
5.6,208.1246269668859
2.7,10.65
3.9,252.45858111551016
13.5,448.85
13.8,628.1999999930615
1.3,180.1
3.0,273.00250432647147
8.6,2248.4
9.1,704.583821127386
8.2,1157.333333333333
9.3,829.6268263153322
8.2,1102.870874548075
4.6,233.75466287302504
1.9,248.16578016367157
0.5,419.6
1.6,199.90049907761224
9.2,620.1
4.8,645.6836734714285
0.0,82.7
3.4,858.1265109072413
9.6,467.8955736177424
6.7,214.66676875543797
6.3,2248.4
11.9,237.7000625554758
11.1,364.3198546930363
3.7,419.6
3.6,419.6
3.8,628.2
2.0,82.2664677550942
15.3,180.10000004291476
0.0,1432.796428575
0.0,1723.3666666666663
0.0,1432.796428575
11.5,343.50154637436407
0.0,522.9363569973839
3.9,317.3
6.6,2403.096573961591
0.5,1799.6225250920795
4.1,117.7722657588205
1.4,199.2204143516593
0.0,407.7000000000001
5.2,2248.4
1.3,59.15854863758294
1.3,1795.8
1.9,407.5302395771153
1.8,404.5249043679995
0.6,180.1
0.7,407.7000000000001
1.8,369.8
1.5,16.554376967012473
0.5,274.3999999999999
0.0,0.8666112712892472
4.5,215.7
9.0,2248.4
6.9,628.1999997444686
0.5,59.100000004335406
13.0,124.175
0.8,14.3
4.8,628.2
5.4,1628.15
0.5,59.1
6.8,102.4767583919446
3.1,150.8956
1.2,124.986323124624
1.1,57.62698535103611
1.1,59.1
2.7,2032.775
1.2,841.9666666666666
1.3,369.8
0.0,327.0192496198745
19.6,25.900000039933165
19.5,25.90000000797248
4.7,482.65
4.9,276.875
6.5,1011.8897648364704
11.0,3691.3
5.9,180.1
3.2,302.175
1.6,529.475
0.5,244.28819973610885
8.8,1119.3813202942372
8.3,1235.6985009317675
11.3,518.25
9.4,518.25
14.1,4133.8
1.3,170.22500000000002
1.0,180.1
0.8,419.6
0.8,152.61249999999998
1.0,1388.7999999999995
0.5,203.57970369215943
5.9,5034.791371757367
3.5,426.9751053373825
11.0,250.5709739518153
13.2,972.5781550673088
11.4,299.5
11.4,299.5
6.5,1061.1803860507275
0.5,854.9999999999999
25.0,4133.8
3.5,26.953953359836166
25.1,1058.807954989921
4.8,7.342145226623586
8.6,1978.9034139426424
26.4,2694.0557730280384
6.2,544.409400406504
19.8,1795.8
2.7,59.10000000004535
3.0,59.1
9.1,1650.818182
4.7,2092.436989414202
4.6,2069.400079442661
2.3,748.0497279067215
44.5,20.0
0.5,237.7
4.8,95.85896418753114
9.6,561.0857142970364
0.5,419.6
0.8,261.35
0.5,158.3
1.2,555.0260918841099
0.0,8.156702898550726
0.8,626.6369183865318
1.5,508.9986149584488
5.8,1204.78979669746
2.8,209.15098759056053
1.1,209.375
0.7,340.5247501761913
17.8,475.38119440914863
1.2,628.2
8.5,4133.8
2.0,32.324249789648135
13.7,712.7126386617747
10.1,2748.6675049970945
5.3,129.51936382590085
10.2,430.091034246746
4.9,182.8355182926829
4.1,407.7000000000001
4.4,14.3
1.4,369.8
4.1,1529.425
1.9,32.341621460311615
1.4,44.48604525951469
1.4,44.48604525951469
0.5,180.1
0.5,180.1
0.5,180.1
9.7,729.1697154471544
5.3,297.19999999999993
1.1,369.8
4.1,118.54314655251945
7.4,2155.7715260017053
1.1,400.31453549448486
0.5,410.2605131594789
8.7,2016.488782437045
1.0,216.9165324231653
13.7,4133.8
1.6,209.375
26.1,3600.3013409010005
14.2,59.1
9.9,6.400031936517611
11.2,2736.364752589229
3.4,1302.165509203492
1.5,244.92092130374317
7.2,577.7
0.0,943.3698170731708
0.5,631.4333333333332
0.5,14.299999999500136
0.5,419.6
4.1,130.16666666666663
0.5,419.6
10.5,2017.8313508995568
1.4,407.7000000000001
1.4,209.375
3.4,240.3946850754038
6.0,395.1689127338769
2.7,170.22500000000002
2.1,43.565004183433125
2.8,246.82
3.0,209.375
4.5,14.300000000017205
9.3,114.5
5.1,397.325998094744
0.5,5.058281851031589
9.2,577.7
4.6,818.05
0.01,1007.9
0.01,414.6
0.01,237.7
12.6,396.6
1.0,338.0844579886809
7.3,195.37666746618945
0.0,217.7
1.2,369.8
6.1,628.2000000000111
13.2,577.7
22.8,3691.3
5.2,549.5640628670691
0.4,419.6
18.4,540.6000764527919
19.0,2135.856777493606
6.5,3622.110711154397
1.0,739.96
2.1,402.44999999999993
1.5,50.11823597432267
1.0,219.35
0.9,155.89999999999992
3.2,18.332520918875023
1.6,18.347692371734624
1.5,864.0875
0.7,212.79165439382683
3.2,378.4463334940722
0.6,74.9375
2.1,559.6333333333332
1.2,352.4083333839124
1.5,1671.6999999999998
2.4,361.5252114447073
0.7,350.6625
1.0,419.6866202031683
1.0,231.0
0.9,114.9990416807429
2.7,65.4002895036889
3.7,279.02857142857147
2.2,996.6640023675444
0.8,660.0
1.7,224.9548572314334
1.6,832.9800000000001
1.7,311.27342455370257
2.1,71.31611734341786
1.0,369.7999999999867
1.2,221.31
2.0,77.01409611478178
1.7,59.09999997660873
4.2,609.6694553993276
0.7,176.7712420144986
1.0,411.8999999999999
3.6,230.6028486775656
3.0,824.4666666666665
2.8,675.1434495749429
2.9,47.29888588902534
1.9,87.66726982801384
1.0,139.29344320331091
2.2,183.81920342329076
2.2,358.0434482111629
0.8,263.94999999999993
7.1,754.2710997442457
0.5,223.55396653404884
1.3,474.4166666666666
3.3,2804.47033619203
1.4,58.02409231721898
3.0,112.4
0.7,303.75
1.7,188.8428571428572
3.1,1317.8807084637228
1.5,169.24
1.3,306.3979847559145
1.2,26.599999999999994
7.0,965.8653026427962
1.0,57.80313539948564
1.9,660.0
1.2,273.60000010778754
1.3,108.02332363269063
1.9,1094.7875000000004
1.3,128.6739773611054
0.5,484.7833333333333
0.5,57.13518583251552
2.4,392.5870021890152
0.5,6.400000601799354
1.3,54.857357757420665
3.1,248.0856037133285
3.2,48.58025116160273
1.0,108.22
1.2,463.9999999999999
3.0,205.81000000000003
3.1,634.0666666666666
4.8,229.447107584214
4.1,232.30403221451425
4.6,233.75466287302504
1.7,425.6794017242023
4.8,229.447107584214
6.2,669.1400000000001
1.7,244.51104673182388
1.4,47.15812189696745
1.7,244.51104673182388
4.6,39.11536244756799
6.2,669.1400000000001
3.4,297.0
4.9,369.8
2.5,469.3285714285714
3.8,823.1800000000002
2.4,1671.6999999999998
6.4,242.9137554679802
1.8,369.8
1.5,244.92092130374317
1.8,369.7999999999944
0.0,1678.8907429219148
4.8,245.4796531217579
4.9,369.8
0.0,389.0166666666666
0.0,847.4800000000001
5.0,369.8
0.0,1671.6999999999998
0.0,47.944652227659766
4.4,237.2019103983853
4.9,209.375
0.0,226.0288218464006
2.4,1671.6999999999998
0.0,49.17174597080378
1.9,209.375
1.7,369.7999999997572
4.9,240.979034629336
0.0,232.4117269872835
1.3,369.8
4.9,369.7999999983383
5.2,369.8
22.1,3078.967485388287
22.0,699.7852642276424
12.5,369.8
20.3,688.85
20.1,681.283943089431
27.1,485.3876016260164
20.7,3691.3
13.2,369.8
27.0,3504.51583702732
22.0,302.1651422764228
26.0,2349.6
21.0,307.7987296747968
20.8,3691.3
20.7,3691.3
20.8,3691.3
18.1,2916.55
27.1,481.034349593496
14.8,3059.769716890993
20.8,3379.354557133486
27.0,2916.55
17.0,369.8
22.6,313.9444613821138
25.5,2394.973643744257
13.0,1758.9666666666662
21.7,268.87576219512204
24.7,3691.3
27.0,1235.70424227935
27.0,2349.6
12.7,531.1333333333332
22.3,2916.55
19.9,235.0742378048781
7.3,1317.6600000000003
13.8,617.2666666666665
9.5,1129.533333333333
18.1,268.3636178861788
17.0,3165.888897823628
14.3,333.086964407948
19.0,329.8209349593496
14.0,947.3854959533924
29.0,2916.55
20.0,311.3837398373984
0.0,6.529878048780488
19.0,329.30879065040654
12.9,401.925
17.0,533.2733739837399
22.0,1007.9
21.0,1007.9
18.0,513.6837398373983
14.0,2349.6
21.0,2349.6
15.0,1007.9
13.0,1453.4400323482678
26.7,2916.55
23.5,3567.0964769742354
0.0,3691.300000008899
9.8,1255.26
9.6,1096.8629999999998
20.0,2916.55
4.4,369.8
1.4,369.8
1.1,346.13408794079226
1.1,369.8
1.3,369.8
1.2,369.8
1.2,369.8
1.4,369.8
1.2,157.5344804791678
1.6,369.8
1.6,1606.018351854735
1.1,1255.8000000000002
4.0,369.8
4.4,369.8
1.6,369.8
1.2,369.8
1.5,841.9666666666666
4.1,369.8
4.1,463.9999999999999
1.2,369.8
0.0,369.8
0.0,313.93556813234653
0.0,369.8
4.8,95.85896418753114
4.7,136.83684200815514
1.5,147.74394085970823
4.9,109.76217273381428
4.9,109.76217273381428
2.2,56.344582003358
2.5,360.4333333333332
6.0,170.49724164652486
0.0,14.3
5.3,130.9828594623517
1.5,204.94845748296976
5.9,401.925
4.6,48.63467775338134
6.0,78.9
0.0,1.50960999439417
0.0,401.925
7.7,197.5719109208657
6.9,1.970168975734765
6.1,1217.6333333333332
6.2,759.9333333333333
11.1,255.39638240055487
4.3,113.42091182494144
5.6,2195.1000000000004
5.5,1269.2
8.4,182.32337398373983
6.8,688.85
7.4,369.8
5.8,841.9666666666666
4.6,170.22500000000002
4.2,798.3000000000001
5.5,730.6250000000001
6.4,151.42278312396485
0.5,377.5585881974914
0.5,180.1
0.5,377.5585881974914
0.5,365.6669791204051
0.5,356.7482723125903
0.0,180.1
1.4,419.6
0.5,419.6
16.3,1107.109981646195
16.5,997.6808977946264
15.0,1138.9898747481209
16.0,1335.2929549625865
18.0,513.4116899618805
23.0,400.4031348515414
12.8,92.94363394466214
12.8,350.9561144058527
4.4,667.0885226435516
17.1,534.4
5.8,284.7120504196264
4.2,417.775
4.6,370.575
5.8,138.63703240156045
11.4,299.50000000000006
12.0,1451.1999999986276
12.2,299.5
13.2,972.5781550673088
14.5,294.6260818188787
13.7,712.7126386617747
17.1,534.4
5.2,1698.6583378526568
8.8,299.50000000000006
6.8,287.198495595688
1.0,304.878
1.2,304.878
5.8,238.3961649963477
0.7,31.72922252010724
2.1,59.0626524390244
1.0,304.878
1.3,304.878
2.8,1076.1999999999998
1.2,841.8593333333332
1.6,479.256696828659
1.0,304.878
2.3,789.7954256830366
1.2,304.878
1.7,543.4
1.3,345.12030335082244
1.6,1433.7840930151362
3.9,1255.8000000000002
1.2,841.8593333333332
1.3,841.8593333333332
1.1,1223.3390000000002
3.2,1076.1999999999998
1.4,304.878
1.5,1076.1999999999998
1.8,1468.1666666666663
3.4,304.878
0.0,2134.575
1.1,304.878
1.2,1151.5259999999998
1.4,1151.5259999999998
2.4,1532.9629999999995
1.7,1223.3390000000002
4.9,2608.633333333333
1.1,419.6
6.1,441.9283045967443
6.1,534.4585972349234
20.4,2073.375
2.1,1324.9876081210182
1.0,392.8809959349592
1.4,304.878
1.0,304.878
1.7,78.90000000993399
2.8,224.1924796747968
1.1,78.9
1.5,1223.3390000000002
1.3,1223.3390000000002
1.1,11.68970723437276
0.9,18.39691630327516
0.5,10.35077951071386
0.8,18.78018539292673
12.7,517.4525001507932
0.6,12.261692651153345
0.5,14.3
0.9,10.03229398730728
1.3,21.27143447566191
0.2,14.3
0.8,14.3
1.2,21.654703565313472
1.0,22.612876289442383
1.0,18.20528175844938
1.1,14.3
0.0,22.03797265496504
0.8,28.400000000023734
11.4,269.6544132055597
15.0,125.10202243650356
6.0,215.7000000148004
10.3,1567.0952380999995
9.9,2944.315270578519
6.3,3347.013099065716
7.2,2248.4
8.1,215.7
9.6,283.74285715
6.8,2248.4
8.4,284.9902679911123
8.9,1925.441665738575
8.3,3113.585041522261
11.6,561.0857287895989
12.5,3026.9606612286457
3.5,628.2
4.0,628.2
8.9,561.0857143
10.8,134.92949698326956
7.6,2248.4
12.0,201.4565060627956
7.4,1430.800548556554
9.5,410.2935137249349
7.1,215.7000000199887
5.8,215.7
9.0,1885.3232973456172
11.0,391.62495142198026
9.1,3013.9753376977087
3.5,628.2
10.4,293.47522861937256
11.7,1567.0952381
9.0,517.2657520325203
6.7,2248.4
9.6,2248.4
11.0,1900.928571433333
7.8,215.7
12.0,2157.489459547938
8.5,1027.9865375686925
3.5,628.2
7.4,215.7
3.4,628.2
7.0,611.8
7.6,628.2
7.5,180.1
7.6,628.2
13.9,594.2567368993894
14.0,628.2
7.9,492.9109010386054
8.8,684.2474955100208
10.8,346.6073444519986
0.0,4133.8
7.8,628.2
14.0,628.2
11.0,628.2
13.0,628.2
17.0,628.2
13.0,628.2
15.0,628.2
7.9,810.3192934806473
4.8,215.7
5.9,2248.4
6.6,1201.2925836039828
20.2,3838.707710491456
6.0,2248.399999999994
7.8,573.6890584105987
18.0,1669.068336669323
7.2,330.1313702000614
15.0,1628.15
13.7,454.8331088272147
14.0,1628.15
14.3,1906.6790998474717
9.6,419.6
7.6,882.2713427228728
9.2,180.1
10.8,2387.821999014784
4.5,215.7
15.7,294.74285715
12.2,561.0857227607873
13.6,300.1922866680639
8.0,1639.6534473470251
18.0,2248.4
8.0,2248.4
4.9,827.8041830966515
11.1,1650.818182017564
3.1,114.5
8.4,2570.85
18.0,818.9666666666666
12.0,1754.2
0.0,838.1666666666665
8.9,477.8397279372783
10.1,2718.1045418462945
6.1,628.2000136469255
6.6,2148.303495311168
0.0,5.279370545367184
18.5,110.0523455561692
4.9,1007.9
14.0,2463.3666666666663
6.4,1098.7333333333331
18.2,2001.4322250639384
19.2,2696.8549324293444
12.6,628.2
5.2,1007.9
0.0,1458.895454571429
0.0,277.21661034563044
5.4,1801.503689220505
6.8,1953.7248989235568
8.1,3226.1615007035743
7.9,2667.861291448455
4.7,180.1
7.2,2381.0
7.9,690.6426783697436
6.3,192.72616001485665
4.5,628.2
6.3,191.74526354507088
15.0,449.69261375301926
9.9,1773.1476629546569
26.0,2823.270458134106
10.2,10.65
7.4,628.2
5.3,2248.3999999999905
0.0,330.4452380999999
25.6,3631.67180389021
15.0,124.175
5.8,2248.4
5.7,1243.05
6.0,1243.05
26.1,3471.937456444315
5.2,410.5217375468552
4.3,693.6108710984761
6.9,114.5
8.5,2412.5902476511656
22.0,2529.617156997384
21.0,2394.250382593665
21.1,4133.8
7.0,624.1942749913699
2.1,577.7
0.0,3.333056133056134
0.0,3.3696465696465694
7.3,46.5809251896136
6.5,1347.731116427755
5.5,28.4
1.6,594.0
5.5,6.4
4.5,310.2186192252527
82.6,577.7
0.5,37.41047183019304
3.0,10.650000008139516
5.2,471.28784343623823
2.1,7.968499768739301
2.3,373.1264795234897
0.0,180.1
0.5,3.4062370062370064
2.3,3.1700623700623702
0.0,3.336382536382537
0.0,3.3563409563409565
0.5,356.52061779791336
0.0,3.32972972972973
0.0,3.0869022869022875
1.3,369.22430213501593
0.0,3.4228690228690226
0.5,225.33159322048644
0.0,59.1
0.0,3.359667359667359
1.3,577.7
0.5,2248.4
0.5,356.5206187971452
1.4,1243.05
10.8,265.50844164202056
11.0,256.3815889605761
15.4,378.3495293398793
10.5,70.77855691056911
10.0,81.04507113821137
8.2,6.4
0.8,28.4
2.7,374.8896341463415
4.1,370.7924796747967
2.2,366.1831808943089
1.3,412.7883130081301
0.9,180.1
0.5,433.7862296747968
1.9,391.2782520325203
11.1,419.6
1.5,832.8820176056304
21.1,4133.8
17.7,4133.8
17.7,4133.8
25.9,4133.8
9.2,4133.8
26.7,559.2271552085058
14.3,4133.8
17.0,4133.8
14.3,4133.8
28.2,561.0857143
25.7,4133.8
36.1,4133.8
13.8,4133.8
19.8,3568.237054148116
17.9,4133.8
21.0,3648.932368894871
6.5,960.9
3.0,450.6598604043013
0.0,1493.3193028604614
6.5,407.7000000000001
6.3,647.5
6.7,469.554181620447
6.4,608.9245651734764
6.3,6.4
5.9,611.0183426857075
6.2,6.4
6.9,609.1493770285085
5.6,181.63352289222632
6.2,6.4
6.3,20.0
4.6,28.400000004871234
4.4,2240.409207161125
5.9,540.6
5.2,1650.8181822734005
5.1,6.4
8.0,1018.2631692524228
3.6,446.47266921079085
0.0,496.6536364
0.0,1545.3337790376445
5.0,6.4
7.2,620.0772455089821
5.7,628.2
8.9,628.1999999998362
2.7,283.4333333333333
3.8,317.3
3.5,31.29999999999999
3.5,7.874957563344916
3.9,93.73333534912967
3.6,32.75
3.6,409.4321129139273
0.1,28.4
0.1,28.4
6.0,1795.8
