energy_per_100,water_use_product
280.8,366.9666666666666
105.8,585.261997232136
114.6,591.5854863758294
166.9,2408.554035450097
166.0,852.8535670699605
48.8,530.7506925207757
31.2,18.400008750466107
229.4,859.954239653542
101.7,57.32310418414442
473.4,6.400000257482742
0.0,1180.45
274.9,1333.1801496541011
63.3,214.6106543469297
64.1,37.50771014518092
493.1,1669.896864405637
229.7,660.0
25.000000000000004,229.4891860465423
156.3,802.8660172243399
217.3,1180.45
148.1,771.1739375970633
43.9,12.802947154471545
352.4,567.0571428571428
281.1,1464.9874999999995
137.5,706.0400000000001
743.2,10.65
16.0,174.01662049861494
77.5,180.1
88.7,75.78279906128589
32.6,12.580178174559924
230.8,838.7556216953993
90.8,565.6873099359029
179.5,276.5666666666666
294.0,26.070299376511095
91.9,258.5035118923209
148.6,2356.8492994982544
247.0,1204.2990258365098
159.4,801.3
251.9,285.175
304.3,459.0487819615831
250.4,797.0098832009954
214.3,830.7600000000002
87.5,251.5942337172622
715.0,5.288981288981288
63.1,628.2
280.8,511.6528469832976
26.2,173.3554612265771
190.2,1007.9
84.39999999999999,628.2
245.4,1189.5093886771142
260.2,448.85
167.9,147.79112960117283
291.3,603.363048000705
377.2,65.44970866560806
587.3,414.74505821280457
250.2,707.49245767644
283.0,1217.2999999999995
260.20000000000005,448.85
96.2,1152.383333333333
266.6,1282.4728222504589
0.0,298.1
61.900000000000006,1055.1011398916603
256.0,579.5085719626824
194.8,576.3795404167264
217.40000000000003,1536.4537824578902
179.2,153.2666666666666
131.3,1538.328689209075
79.8,59.1
363.6,5605.2
101.9,526.0885218127911
184.4,660.0
115.20000000000002,842.6200000000001
222.3,2248.4
634.0,450.98548751432565
223.1,1094.4331497952844
123.0,1379.176480619828
136.7,705.6769730340251
21.2,215.7
21.6,215.70000000002315
216.2,488.6666666666665
123.0,1707.2088354360626
117.8,622.8
44.4,150.89900362318843
248.1,558.3192291650473
281.5,362.50000000000006
401.1,359.43066784544783
161.60000000000002,798.6404066073698
172.4,885.265424255259
303.2,2162.673655910023
29.2,17.220521010051616
284.2,658.2794711593746
144.5,4527.576568913234
238.0,628.2
409.0,3.027027027027027
378.0,5605.2
361.1,1762.0796272765774
199.7,1615.533333333333
58.6,14.3
275.3,1525.372167597441
128.8,572.5333333333333
141.0,728.9178314273612
63.0,814.0
171.0,559.5166666666665
295.9,1322.7987607321304
158.3,1107.654768944515
218.5,1329.3666666666666
151.7,2045.9193628238716
65.10000000000001,222.76334786356583
220.40000000000003,240.5797745549457
165.0,628.2
85.30000000000001,59.1
70.0,419.6
61.2,628.2
117.4,554.9437618185623
61.0,67.5970392819676
402.80000000000007,5605.2
80.3,628.2
257.4,774.275
221.6,670.9543181155063
233.4,2315.8666666666663
247.3,1373.409842157943
335.0,317.15
19.3,2248.399999999684
290.3,1549.596817662889
88.5,1473.030812186409
362.5,1745.388382985767
281.0,1491.633333333333
204.2,627.8071428571428
72.7,628.2
140.7,977.2958477714328
367.9,237.7
288.2,544.9726906506199
94.9,148.384201724778
303.8,886.3213887225438
43.400000000000006,341.72
230.2,178.66795024591107
269.1,448.85
122.4,272.579026565906
681.8,151.64648609898794
898.1999999999999,1795.8
312.6,4932.940394298672
69.89999999999999,180.1
151.2,822.3678534544741
55.6,15.94329268292683
214.4,660.0
112.4,1124.4
535.0,1499.971289494635
181.1,1284.11448040526
315.29999999999995,4812.46134597698
41.3,430.691135734072
210.8,714.546478923457
327.5,1914.432885253396
172.60000000000002,167.9039261468055
85.19999999999999,48.83079245316004
306.3,876.1690073624511
387.6,237.69999944048223
38.5,14.3
157.9,89.64106827150157
63.2,232.65
410.2,5605.2
38.2,14.3
272.3,1545.8593195066985
89.0,62.57064001642999
128.8,387.8940107637498
132.9,665.5336721728081
94.9,148.384201724778
321.70000000000005,1555.0247070450373
103.4,271.5466688499647
173.39999999999998,21.491489452666528
44.8,152.2584541062802
228.4,518.3952634131239
448.03,1795.8
41.2,573.8897954958704
60.4,628.2
679.0,5.022869022869023
132.5,705.1442669314318
28.3,51.22234727578
125.60000000000002,301.37462004028885
36.1,25.9
34.4,591.7166556623623
159.4,801.3
744.6,319.425
28.0,16.512828365802918
292.5,2620.725226889984
221.4,317.15
280.6,577.7
687.7,570.3882561445413
404.0,628.2
248.40000000000003,1200.3845076628213
146.4,638.9603703450506
127.2,1064.428315548052
251.8,4021.716682574056
50.22,545.1070637119113
291.2,1411.3539460680502
209.0,276.84779777905817
107.0,59.1
194.6,627.8857079154948
209.2,1164.6666666666663
276.4,1232.2852220518505
132.3,647.6628901008073
208.7,186.19578975779757
354.3,1726.1619370323308
334.4,2200.621785094643
52.0,30.66668125077685
28.0,16.512828365802918
81.9,190.55671014390992
269.1,1940.2
205.7,690.225
48.5,345.04386075350874
76.7,628.2
271.4,359.97166641675767
292.2,237.7000005066168
78.9,232.65
379.3,581.6393816929648
230.2,200.7531125162212
275.8,4336.876763320915
219.6,3311.429072674095
251.8,1401.85
46.9,27.600013125699164
140.2,753.1726690134489
126.7,419.6
110.3,110.29999999999995
180.1,1954.75
206.3,800.7905944480528
279.9,2070.9
62.6,1061.9524459948532
112.0,368.5
190.0,2186.3968909620803
176.9,767.8389368149296
224.6,811.6100000000001
42.4,461.14404432132966
77.89999999999999,33.32207624702448
251.6,1049.3000000000002
517.0,111.89047003288184
115.9,2032.775
112.4,1029.0200000000002
24.1,261.02493074792244
127.3,659.1952562473527
139.1,530.9910842869945
404.6,292.4426608019237
38.1,585.8600000000001
203.7,1302.7599999999998
73.19999999999999,172.20205170774736
160.70000000000002,434.8999999999999
143.6,843.8874680306905
355.2,84.91666666666663
38.3,56.34549949465923
238.3,1401.85
177.5,937.0240296852866
26.4,628.1999998248563
141.60000000000002,1655.012872474547
85.19999999999999,48.83079245316004
140.0,2226.674483537595
123.0,4805.638847202308
268.0,302.78333333333325
18.8,8.431919972334448
14.9,297.83630822812364
402.1,5605.199999999732
254.7,451.2666666666666
128.9,538.1988526358979
190.2,216.19999999999996
272.5,720.4515643805597
193.2,2866.2840513177557
97.6,264.0955042855728
195.2,963.439220669208
176.2,89.85610620180208
108.7,59.1
289.91,1519.7418784199444
404.4,5605.2
170.7,1243.05
93.0,628.2
94.2,259.65255865615944
331.8,2141.8
109.6,628.2
302.0,1562.6124999999995
33.0,215.7
371.07,572.8615117834672
113.1,595.8670139663706
178.8,566.6773908147671
137.8,706.0400000000001
242.6,878.3614718920277
257.0,972.2666666666664
144.5,1721.7039158613975
81.7,297.4288290984717
211.9,1024.7105746152758
52.4,14.3
120.0,619.0519553861358
253.8,1155.85
315.2,273.9333333333333
187.4,1890.15
72.8,562.9428299459514
390.5,559.842857142857
36.7,518.15
253.8,730.6666666666665
87.1,251.02788163258543
259.4,744.6114011000441
353.0,1727.475
118.9,616.9391500776507
287.1,290.76666666666665
127.3,880.1
86.9,59.1
159.4,628.2
197.1,331.17842559789966
161.60000000000002,798.6404066073698
255.4,1252.8935479316674
16.0,156.61495844875347
393.2000000000001,149.96539247432412
243.3,1243.05
113.4,1625.442490340823
127.3,659.1952562473527
152.5,242.37083583359785
281.3,362.807878073444
310.70000000000005,536.48
251.3,14.30000815215274
195.3,175.57839499470305
116.5,369.8
118.1,736.5875
126.6,54.50944136744075
99.2,266.1938156202623
195.7,967.664831286178
130.9,265.6989193193936
81.0,407.7000000000001
196.2,316.02500000000003
84.6,60.14775205461073
213.79999999999995,477.4083488622143
171.2,1765.7200000000005
41.1,133.22614734299515
278.2,2577.6261740991904
178.8,1632.55
216.5,1081.7563179443737
89.69999999999999,368.5
147.0,447.29209430331406
324.4,2189.974456775441
150.5,303.2166690255828
37.1,654.8691716809043
0.0,0.0
97.9,288.68422140133697
262.1,1214.7571428571428
201.3,706.8867103487509
155.3,1917.1047042497455
372.3,1464.9875
278.2,2675.602156930828
413.8,2141.799999864237
234.0,1307.32
105.1,341.0681251508083
209.8,2070.9
244.7,1401.85
59.7,34.912837116269024
500.8,1795.8
28.4,126.0
390.0,24.464902801237244
122.1,1896.35
53.7,28.40000000261984
158.5,3813.1481689679217
122.0,1142.804860289072
246.90000000000003,398.0890939146609
275.0,1511.85
231.8,387.0578235284165
151.7,936.900473533174
262.4,628.2
168.2,149.59366998622434
61.2,159.80414959221088
280.90000000000003,220.7375
182.1,375.11032569894473
79.6,46.94361206849686
160.3,509.6115177350599
120.0,619.0519553861358
46.5,344.856663235504
191.4,938.0855569673868
115.0,289.2477253691884
262.8,1361.0093388567475
283.1,1795.8
65.2,628.2
413.8,5605.199999997549
123.0,801.3
362.5,477.8024694765567
131.2,689.5800000000002
253.1,6.4
156.0,1796.3250007401489
103.0,1644.313464766224
243.2,628.2
120.9,1610.89
167.7,317.15
56.2,242.775
110.4,283.5800485450727
201.8,3011.6771033822324
64.10000000000001,28.4
29.6,215.7000000000017
241.9,1313.511042715798
247.5,587.8724925056989
56.0,27.456011118541557
103.4,59.1
114.8,153.48359668798744
42.9,89.825
266.0,1149.7538230521875
534.9,237.7
171.59999999999997,1109.1999999999996
122.5,3667.225500889302
168.4,834.5580968516165
72.8,93.21026422764228
59.2,34.912837116269024
221.6,660.0
190.6,1661.02
51.6,30.43078370269395
367.5,1175.9583255614657
322.1,1655.9209723442093
120.0,619.0519553861358
280.6,1377.549061132289
253.7,854.1451242384625
249.90000000000003,257.64000000000004
110.1,628.2
514.5,2151.235708055928
109.5,4661.03053973178
291.2,1411.3539460680502
59.2,419.6
113.1,581.0214598334039
200.5,1374.6499999999996
189.7,774.275
178.0,153.2666666666666
282.0,399.4833333333332
174.0,573.35
161.1,941.18
634.4,1036.9488406309429
425.8,2468.65780055912
318.6,1094.107222974012
258.5,1261.3447691656077
154.6,1119.9665646006654
42.8,292.35
120.1,1949.2388731807796
150.5,578.46
107.9,386.7011206634864
220.4,1007.9
289.0,84.91666666666664
258.2,538.391354055413
99.4,604.1354476350732
244.0,14.30000165665625
140.39999999999998,283.0000387322873
245.5,3905.2444788197818
346.0,717.8161153426556
84.39999999999999,628.2
33.2,19.579496490880608
276.79999999999995,4343.728069424107
294.90000000000003,2141.799999927086
186.5,929.6343357334462
267.6,369.2714918252815
213.6,4.213261792263956
148.3,737.3690526613017
157.0,85.21516580741576
109.9,229.21413300981385
105.3,2066.725
135.6,706.0400000000001
305.5,1761.7697668895307
286.0,2049.6450424621944
288.8,880.2966746830225
265.5,108.7125
41.4,222.19999999999996
522.0000000000001,237.7
228.0,1162.0429196668078
207.1,1035.2746011577017
393.0,5605.2
222.7,672.525
138.9,222.0689838997
163.2,865.0999999999999
111.2,687.0588235294117
308.1,559.842857142857
634.8,628.2
356.6,86.72994971191986
277.1,562.2143722928517
253.6,1210.575536555732
292.29999999999995,1413.466751376535
211.0,338.6150767797558
291.74,611.8
292.9,1419.8051673019904
410.0,5605.2
14.8,8.728209279067256
32.599999999999994,302.7118684878074
364.2,1525.3460325797828
51.8,530.7506925207757
257.4,1135.125
349.2,1158.4483198516984
354.3,1726.1619370323308
351.9,628.2
244.40000000000003,727.5032969327455
227.6,787.6937369715188
266.9,1192.385714285714
51.2,380.5314904667629
65.5,223.30185024149625
126.3,419.6
278.6,4377.984599940071
279.0,2113.745327027327
216.20000000000005,169.95832249765698
201.6,833.95
27.2,16.04103326963712
158.4,271.289
68.4,628.2
148.6,2356.8492994982544
106.4,1575.7875
698.0000000000001,628.2
106.7,559.9999999999999
362.6,559.842857142857
125.4,1163.9303722677084
256.7,17.81138338908702
153.1,893.1219148542217
246.1,1040.742857142857
224.5,1639.4003431377614
96.1,227.15
48.1,14.3
107.1,801.3
158.0,807.0916278413101
154.2,489.21973720329686
230.40000000000003,1117.6740081886203
135.29999999999998,282.5569873140524
165.6,577.7
229.8,740.440080784544
245.9,681.3833333333331
260.7,1271.908795708033
216.5,1662.6
327.0,628.2
167.6,525.5368776642806
161.60000000000002,798.6404066073698
269.5,765.2843039454708
154.2,629.89375
91.5,419.6
22.4,5605.2
77.80000000000001,153.29051469040596
71.3,559.9999999999999
380.2,486.5174850080016
78.0,180.1
347.3,482.64848019936846
57.0,609.0581717451522
79.9,2301.421850496894
247.5,467.56000000000006
149.3,975.9268472099347
154.6,798.6404066073698
243.2,3691.3
49.4,1628.15
41.6,364.475
204.0,173.8357142857143
78.3,28.4
252.1,232.38678585808708
393.7000000000001,6.4
136.53,315.3967877185396
167.2,216.19999999999996
253.1,27.884824762205863
83.3,230.3974793676996
151.8,560.7333333333331
124.79999999999998,615.5200000000001
177.5,1792.3594035787753
195.0,27.63356828783591
344.0,579.0875010804702
180.2,952.1458217321164
225.50000000000003,210.0875
98.1,59.1
311.3,536.48
254.2,914.04
252.7,319.3999999999999
114.8,618.3833333333332
634.0,4.6902286902286905
51.2,30.19488615461105
215.8,1011.0428571428567
130.3,652.96
87.0,480.05
269.3,1550.8335100706315
204.0,131.42237027965976
217.2,317.15
402.80000000000007,5605.2
53.1,95.12721636930571
404.8,349.95572598597926
156.7,395.8238436405491
116.4,1423.5712500333489
178.4,912.2105024262818
169.5,934.7431758968398
163.0,2603.4963192131872
95.6,4668.200749558162
41.6,141.3828502415459
203.0,81.49835023129177
345.8,1686.0186361711137
171.2,508.8935490576023
105.2,394.4150375014216
205.2,624.9563460710676
185.5,112.8307311891241
190.5,317.15
49.8,114.5
227.4,3603.787010279308
19.5,369.8
485.3,1307.8953424468004
135.5,559.7506469015433
290.40000000000003,302.78333333333325
85.8,232.65
106.7,367.6071428571428
138.2,1030.735714285714
94.0,400.7207913625671
171.6,651.5111428571429
71.19999999999999,2215.354654120841
78.5,238.8636674642865
237.0,396.6
336.4,769.0999999999999
241.0,562.5744488020459
137.2,1131.1666666666663
244.0,1795.8
107.70000000000002,523.9499999999999
75.30000000000001,44.34873903958499
353.0,84.91666666666663
99.6,706.0400000000001
264.4,453.1865489122346
87.6,1533.143272901794
41.6,452.4432132963989
145.5,1486.3998578482335
96.3,262.3846844392713
275.79999999999995,451.2666666666666
340.7,419.6
188.2,471.1125
61.2,628.2
174.60000000000002,276.5666666666666
233.0,3691.3
20.8,369.8
136.9,2476.4892271176045
44.9,215.7
275.9,339.4014365952263
144.3,1118.557142857143
310.1,237.7
207.0,560.8695102559258
238.5,776.9448054191081
69.9,1.3816769440217829
287.3,237.7
205.4,966.4
280.5,1266.3027911912943
98.0,264.6061573380498
316.4,905.5141713621722
102.1,272.8762629728108
244.8,2088.625
142.0,776.0928571428572
132.6,1093.6334815142045
496.4,930.83000473451
74.9,608.5806340725476
311.0,1491.633333333333
140.0,2226.674483537595
61.6,628.2
83.3,541.6714285714286
314.1,254.42356368796837
71.1,253.30951240184805
92.5,311.8269096962417
241.1,466.1829183287483
104.1,528.2013271212762
59.0,628.2
41.7,215.7
420.1,3.1135135135135137
273.0,1027.5999999999997
295.0,1789.4617139525508
265.4,4186.148029050678
169.10000000000002,87.24937343720201
149.1,44.6895325203252
102.8,443.7714285714285
681.0,292.1833333333333
5.2,290.76666666666665
130.0,1007.9
40.4,439.3919667590028
4.0,628.1999999999458
396.0,9.499510064085516
234.1,451.2666666666666
132.5,464.3083333333333
23.7,256.6745152354571
180.6,1314.53
292.2,1679.632433105726
90.0,1463.387297981102
278.0,307.63333333333327
103.9,790.1
221.5,2103.9166666666665
57.400000000000006,114.5
205.4,644.9770771334352
74.8,215.7
21.2,230.57202216066483
237.8,2628.208065264489
49.0,1628.15
375.4,769.0999958796908
229.0,108.99184260252656
217.1,270.91666666666663
95.4,628.2
2.0,0.0426443501241291
95.5,1280.742857142857
48.3,206.6246374715264
168.70000000000002,1257.1555999999998
176.79999999999998,1261.1799999999998
7.6,792.8
272.0,1343.7441761965272
250.2,673.4389905896749
119.0,2174.904403881768
56.5,180.1
313.8,1430.5246115234925
274.6,796.7166666666666
654.3,298.0999999999999
68.4,228.72457930836083
533.3,802.4920155885047
169.5,826.106875617676
199.2,635.1999999999998
105.4,221.34482576843283
416.7000000000001,278.1501408565761
47.4,1628.15
116.0,59.1
59.8,35.14873466435193
349.0,1223.6781367151752
127.6,640.202268976995
15.2,8.964106827150156
105.2,628.2
185.7,628.2
160.5,14.3
277.5,130.08486367199575
226.8,196.8065191105707
249.1,1218.4333333333332
737.3000000000001,10.65
273.1,1187.7529150993532
101.5,311.40086086975305
141.4,848.3999999999999
234.4,288.2272559413851
206.8,216.19999999999996
213.2,233.52634604347605
226.2,767.1905977915442
89.19999999999999,2081.35
275.40000000000003,269.4619863424286
157.1,3691.3
160.6,560.7333333333331
335.2,5215.749119195353
263.4,407.9895747269703
366.5,1785.3204856699135
346.4,1721.9363264153606
197.0,603.8365639829484
250.9,611.0272558609923
234.0,1381.2666666666664
62.0,628.2
78.0,44.58463658766788
102.6,554.3100000000001
89.2,253.8992552267561
92.1,623.5142857142857
157.7,1547.9557294803308
127.9,2248.399999999015
180.5,3691.3
70.3,28.400000009366007
7.6,82.65789473684211
158.3,1107.354446731414
284.3,446.8126612930605
35.3,13.854120268186248
136.2,905.7894061824215
36.0,21.2307793274609
46.2,350.823323787448
40.4,137.30449879227055
404.8,5605.2
187.9,1042.4
416.6,5605.2
391.5,599.1375
332.9,420.3266610563312
176.2,89.85610620180208
196.8,443.5417130205054
95.0,260.84096232902874
297.6,1449.384441620782
344.4,599.1375
20.0,87.11321551360156
138.1,3478.4754682232774
351.7,785.6453492501466
48.0,156.33680555555554
60.1,35.384632212434816
10.8,237.7
281.0,1217.2999999999995
115.2,838.7600000000001
317.7,5035.709985846561
61.0,584.0586326967841
268.7,2515.4399433321005
332.0,448.3822236667733
106.6,387.5275540679851
30.8,215.70000000000155
286.0,446.7300876016847
147.8,170.0319105691057
45.39999999999999,215.70000000000115
46.49999999999999,27.36411557761626
43.5,393.9951151693041
375.4,769.0999958796908
168.8,199.1298457357824
49.9,186.0125
191.4,1673.6956
77.7,45.76412432808238
22.9,234.9224376731302
146.0,3918.636446802277
50.0,29.487193510362356
34.3,275.61250036113853
115.7,2075.1
90.2,566.9522035735863
52.900000000000006,331.04166666666663
150.5,440.0298380225725
116.0,1558.326492011845
234.6,2193.518960025564
165.2,2392.7517859648865
106.3,59.1
74.0,419.6
120.0,619.0519553861358
204.8,662.0398696753787
170.4,3073.054753383739
47.6,517.6994459833795
4.0,43.504155124653735
139.6,4591.311879162019
246.5,717.4372305526649
407.2,388.78204626306245
66.0,1854.7109230281687
136.7,772.2833333333332
224.7,229.6451564606664
80.39999999999999,215.7
303.5,227.7946441406257
27.9,628.199999685811
128.0,1357.7499999999998
268.3,1801.0447297078088
58.8,628.2
136.1,982.6500162900028
240.4,1174.3607524353313
118.9,287.95375047763696
125.6,94.6082082191805
156.2,592.8588877923851
173.39999999999998,336.4907795998679
40.3,130.50724637681162
55.6,32.78975918352294
112.4,1029.0200000000002
243.1,276.4895574426741
297.7,1616.7907122541883
256.29999999999995,1676.5250004006543
152.3,1.2174636174636175
132.51999999999998,628.2
99.0,238.8625
493.5,6.4
362.5,477.8024694765567
260.0,4076.527131399597
228.5,419.50000000000006
89.60000000000001,78.9
276.1,710.8535736863114
192.8,1027.5999999999997
216.3,681.3069131031982
46.8,203.8449243018277
238.3,3691.3
109.5,566.2318226740081
139.4,257.27970057654335
213.2,1796.3250009435458
106.5,1335.3785714285714
52.3,215.7
208.5,329.7354047602772
342.0,784.7582827538657
246.3,1227.5398842298462
237.1,1795.8
158.39999999999998,396.6
166.4,92.18142180927605
112.0,517.6454551158788
181.4,1705.3583333333331
46.1,154.97735507246378
388.4,224.36091950463944
208.1,38.37682191771015
101.6,419.6
274.0,423.88254514055393
28.4,16.748725913885817
57.0,33.497451827771634
85.3,249.944643235368
126.43,303.21002303153995
0.0,1818.725
227.6,1510.5198051435182
265.5,273.2050214406343
138.0,5605.199997708755
239.4,1172.6069462092332
102.8,1966.026808428713
78.8,178.44448442091408
174.7,1295.1940897475577
118.9,616.9391500776507
263.6,451.2666666666666
52.5,215.7
146.8,706.0400000000001
110.9,568.3446279824933
266.1,2018.4343432739104
125.20000000000002,616.9200000000001
210.4,225.3887407590248
28.0,5605.19999999955
17.6,354.18371789290387
152.6,103.69999999999996
220.5,1073.3050967104334
227.7,1336.2099603779188
171.7,728.5062607015752
148.5,714.4886541842666
516.8,111.96586611020145
42.0,283.33333333333326
85.4,360.64871222631047
58.4,34.44104202010323
470.1,9.875320941033609
265.8,166.20168876287144
88.19999999999999,1030.735714285714
412.8,5605.2
304.3,336.71556411830977
679.0,153.5601844960958
273.2,84.91666666666664
228.4,969.067830357151
99.4,29.95406504065041
104.1,1427.2999999999995
161.2,180.1
101.7,333.10544518619804
551.6,4133.799999999997
111.6,576.7958492164337
195.0,965.349767218107
70.4,408.8093227924135
132.79999999999998,665.533672172808
227.0,453.0404135338346
116.4,1423.5712500333489
113.3,706.0400000000001
275.0,883.3082249579664
252.40000000000003,86.98686695690267
204.4,658.9727416509922
52.9,351.0252711068948
219.9,467.56000000000006
200.2,215.5602860632401
121.3,349.21297479180555
32.4,19.1077013947148
66.9,46.50813822585626
205.6,744.8000000000002
161.1,1148.8999999999996
279.0,44.19247863886319
74.5,161.26231047346562
158.9,919.98
157.4,1243.05
147.79999999999998,560.7333333333331
402.2000000000001,1795.8
28.8,224.4545273535194
136.1,543.1422752684355
249.0,667.5749999999999
53.3,578.6052631578948
95.3,472.7888888888888
169.3,849.5477794075736
235.1,570.8132730539627
367.8,628.2
223.1,660.0
246.4,290.23991929392616
192.90000000000003,695.2666666666665
97.0,55.20002625139833
270.1,830.4662057797262
0.0,6.4
347.0,628.2
97.4,522.7833333333332
224.3,289.30638907853233
138.0,5605.1999971117175
57.6,577.46
112.8,606.9043535818515
243.2,2356.7889424775863
734.9,467.3786447586433
127.3,303.75
120.2,419.6
134.20000000000002,2553.6939475429263
70.8,326.9357142857142
356.4,1011.354643007431
16.9,338.0844579886809
100.6,22.592065487826737
0.0,692.2416666666666
182.3,554.2714285714286
245.5,1733.7
225.6,1641.0777833620573
194.9,3370.091875269555
225.8,108.7125
141.0,159.43251073862749
275.8,342.34706885767696
367.95,209.90786122458803
101.1,233.5367643480488
33.8,114.19384057971016
104.8,5117.247702394025
306.3,97.80631696142063
262.1,628.2
101.6,559.9999999999999
372.3,315.1659491047549
182.8,3691.3
69.3,620.3185290991655
65.10000000000001,208.99227067956485
121.29999999999998,592.1447911762175
264.4,851.9353565382494
204.7,222.2
212.9,859.3836364000001
122.0,628.2
216.3,633.125
102.1,1795.799999999572
217.5,4.315608232561865
105.2,545.1037695891572
128.1,629.439063590669
23.5,35.22652113047536
287.7,761.3571428571429
40.8,51.21443089430894
207.5,808.7714285714285
113.6,1945.7709333066985
259.2,939.333333333333
101.4,628.2
125.6,124.175
242.5,649.7228658536586
371.1,241.17377184308023
45.8,482.8961218836565
169.79999999999998,271.289
147.9,2101.393778463596
114.2,204.2474252322575
236.3,2527.9750000000004
246.3,732.7336798778229
298.20000000000005,1013.0795758290336
230.3,965.8502687756072
223.0,939.333333333333
13.6,147.91412742382275
336.9,5323.4648421806505
130.0,13.553000203819003
64.8,215.7
297.0,4658.888150170968
206.5,298.1
348.0,1683.9058308626288
371.0,5605.2
115.20000000000002,237.7
184.0,1350.7999999999995
30.4,17.92821365430031
107.4,427.0999999999999
19.6,35.12389527482057
211.8,1795.799999999172
159.0,1298.7999999999995
221.8,965.9620513319204
166.2,46.86361788617886
117.8,137.76681910569104
269.6,1347.6711096941788
160.0,282.36279409480795
298.8,10.650000001585482
64.1,396.6
224.0,373.3714299004933
148.3,671.621623590507
54.8,596.0069252077562
216.8,762.5375
270.5,566.053530089111
180.9,628.2
70.9,234.825
188.4,3691.3
83.8,1069.6249999999998
114.2,1572.9
307.1,502.3312016327529
273.6,4302.620232804952
36.0,276.5666666666666
362.3,474.68138491872304
280.9,1072.498825619002
250.7,603.572524604306
205.4,644.9770771334352
41.2,435.0415512465374
339.1,134.46606645849548
120.0,419.6
283.1,109.5225703828234
145.5,756.3499999999999
137.3,585.8600000000001
144.4,1226.283333333333
175.4,80.12526634407735
166.39999999999998,1823.8285714285716
158.0,2500.7267276652988
79.8,2514.9850488388515
113.1,934.6
111.6,574.6830439079486
141.0,434.8999999999999
110.2,348.56465345176355
170.39999999999998,594.2295719602812
453.4,1795.8
39.2,559.5298053789598
89.2,1463.7785716820686
245.70000000000005,270.94020479553484
246.0,155.59831918445394
86.9,1335.3785714285714
111.0,1232.7540094448482
143.2,1819.5853407036595
70.0,419.6
356.5,503.440682100692
362.5,477.8024694765567
129.29999999999998,1447.405798388445
108.7,713.2482225716777
242.7,132.47507140352067
214.8,344.60135092783776
92.5,526.6333333333332
194.0,298.1
335.5,1464.9874999999995
125.2,181.875
218.8,415.918182715983
107.6,59.1
215.7,607.7666666666665
193.6,925.3713291905782
382.8,577.7000000000037
172.8,730.6666666666665
145.5,10.65430221592062
292.5,1366.859558039564
14.4,156.61495844875347
73.9,234.0911055845173
333.6,1954.134697357204
354.1,1795.8000305565097
75.30000000000001,1080.16
